Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_233_bundle.zip,Applicant_233,CS/11971,Nakuru,Dairy,Statement of Cashflows,722838014,Pass,All requirments met and satisfied ,5,"Established cooperative since 2008, with governance structures (BoM, supervisory committee, sub-committees). Long track record in dairy aggregation and processing.",3,"Strong turnover (Ksh 109M → 120M → 135M). However, profits have been inconsistent: large losses in 2022 & 2023, only small net profit in 2024 (Ksh 279k). Good accounting package (Sky Dairy), but weak profitability lowers score.",4,"Serves Subukia, Nakuru, Nyahururu; clients include milk bars, hospitals, schools. Has processing capacity (16,200L storage, 2,000 LPH pasteurizer, cheese line). Competes with private processors but strong customer base and stable demand.",4,"Plans for UHT milk, depots in Kisii, Kisumu, Narok, Kakamega, Bungoma. Targets backed by processing infrastructure. Clear mission/vision. Business proposal is strong but market expansion challenge noted in problem statement.",5,"Active in aggregation, processing, marketing, input supplies, financial services, training. Occupies multiple steps of dairy value chain.",4,"42% women members, female leadership in supervisory committee (66%), youth involved in milk collection. Sustainability efforts include solar pumping and wastewater management. Still limited youth representation (19/1830).",,Tier 1,100,60,80,80,100,80,10,12,16,20,15,8,81,0,81,70,
application_234_bundle.zip,Applicant_234,CS/NO.10254,Samburu,Dairy,Bank statement,727849816,Pass,All requirments met and satisfied ,5,"Registered cooperative with established governance, >400 members, long-standing operations.",3,"Turnover fluctuates (2022 Ksh 2.52M → drop in 2023 → recovery in 2024). Profitable, but lacks advanced accounting systems.",4,"Only cooperative in Samburu, strong local market, but faces heavy competition from national processors and local traders.",5,"Clear growth targets (milk volumes, members, UHT processing, brand expansion), reviewed via reports, audits, AGMs.",5,"Active across full dairy chain (input supply, collection, processing, distribution, training, financial services).",5,"53% women, 150 youth, strong sustainability initiatives (agroforestry, fodder conservation, water harvesting, manure use, alternative energy).",,Tier 1,100,60,80,100,100,100,10,12,16,25,15,10,88,0,88,35,
application_235_bundle.zip,Applicant_235,CS/1902,Nyandarua,Dairy,Bank statement,720961571,Pass,All requirments met and satisfied ,5,"Strong track record, well-established cooperative.",4,Turnover: Ksh 68M → 105M (2022–24),4,"Stable demand, competitive advantage, but market concentration risk.",5,Well-articulated and viable growth strategy.,4,"Strong role in dairy chain, but not yet in processing.",5,"53.9% women, 50 youth members, Sustainability: tree nurseries, manure use, agroforestry, planned solar.",,Tier 1,100,80,80,100,80,100,10,16,16,25,12,10,89,0,89,30,
application_236_bundle.zip,Applicant_236,C.102261,Siaya,Other,Nil,716520202,Fail,Out of scope in value chain and no financial records found,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_237_bundle.zip,Applicant_237,PVT-BEUEAMYR,Siaya,Construction,Mpesa-Statement,726256228,Fail,Mpesa statement is locked and cant be verified ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_238_bundle.zip,Applicant_238,3879796,Mandera,Other,Bank statement,721352976,Fail,Out of scope in value chain for boda boda transportation exclusivley ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_239_bundle.zip,Applicant_239,CS/13858,Murang'a,Dairy,Bank statement,726715872,Pass,All requirments met and satisfied ,5,Strong institutional track record with large membership and proven operations.,3,"Strong revenue base, but 2024 losses signal financial management challenges and exposure to price shocks.",4,"Stable demand and strong customer trust, but highly exposed to milk price fluctuations.",4,Ambitious but realistic plan for value addition; dependent on funding availability.,4,Strong current position in aggregation + upstream services; moving toward downstream value addition.,4,"Inclusivity strong at member level (many women/youth), and sustainability efforts evident, though governance not women-led.",,Tier 1,100,60,80,80,80,80,10,12,16,20,12,8,78,0,78,89,
application_240_bundle.zip,Applicant_240,CS/24199,Busia,Construction,Income statements,724308773,Pass,A registered cooperative in line with the scope with verifiable income statements,5,Registered for 5 years,2,"Ksh 29,000 turnover",3,"strong demand is evident, but competitiveness (contracts, multi-channel, defensible pricing) is not demonstrated.",4,"strong plan with future vision and marketing strategy, but lacks the depth (targets, budget, risks, partnerships)",4,"The project has a clear value chain role in construction and downstream alignment with students, but it needs more explicit detail on upstream partners (suppliers, contractors, financiers) and formal downstream linkages (MOUs with TVC, structured service integration, etc.).",4,"strong gender participation, but no sustainability practices described.",P1,,100,40,60,80,80,80,10,8,12,20,12,8,70,5,65,151,
application_241_bundle.zip,Applicant_241,CS/29659,Laikipia,Edible Oils,Balance Sheet,724122013,Fail,Balance sheet does not show suffecient financial records,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_242_bundle.zip,Applicant_242,CS/19337,Kitui,Dairy,Balance Sheet,722253253,Pass,All requirments met and satisfied ,4,"Registered for several years, clear governance, but relatively small size and still scaling.",3,"Stable and profitable, but small turnover base and limited financial systems.",3,"Balanced sales channels, but demand remains largely local and undifferentiated.",3,"Clear ambition, but vague strategy and resource mobilization.",3,Plays a role in aggregation/processing but scale and linkages are weak.,3,"Some youth/women involvement and green practices, but not strong inclusion or sustainability systems.",,Tier 2,80,60,60,60,60,60,8,12,12,15,9,6,62,0,62,165,
application_243_bundle.zip,Applicant_243,BTR/DSS/YG/5439/2021,Kakamega,Dairy,Bank statement,713972626,Pass,All requirments met and satisfied ,3,"Legal registration, but <3 years and small structure.",2,"Positive growth, but low turnover base.",2,"Local-only sales, very limited competitiveness.",2,"Vision present, but lacks detailed plan and financial readiness.",1,Weak linkage to dairy value chain beyond production.,3,Strong youth inclusion; modest sustainable practices.,,Tier 2,60,40,40,40,20,60,6,8,8,10,3,6,41,0,41,222,
application_244_bundle.zip,Applicant_244,CS/9577,Nyandarua,Other,Bank statement,724214474,Fail,Out of scope in value chain for providing agro-vet services ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_245_bundle.zip,Applicant_245,CS/27938,Kericho,Dairy,Bank statement,708378004,Fail,"Bank Statement is locked, not verifiable.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_246_bundle.zip,Applicant_246,CS/26607,Laikipia,Dairy,Cash Based Books,722614733,Fail,Cash Book registry records are out of range ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_247_bundle.zip,Applicant_247,CS/16763,Murang'a,Dairy,Income Statements,722279268,Pass,Meets all requirements,5,Registered ≥3 years with functioning governance and continuity.,3,"Turnover between 0.2M–0.3M annually, stable but below 1M threshold; consistent records indicate at least one verifiable financial trail",4,"Has consistent buyers (B2B only), reliable daily demand, and growing channels.",4,"Strong plan with quantified problem, solution, and next steps, though lacks a detailed costed budget or timelines.",5,Fully aligned with KJET’s dairy focus (excluding farming) and fills a critical node.,4,"Strong gender inclusion and adoption of 1–2 sustainable practices (biogas, fodder).",,Tier 1,100,60,80,80,100,80,10,12,16,20,15,8,81,0,81,70,
application_248_bundle.zip,Applicant_248,CS/26134,Kakamega,Construction,Bank statement,714428335,Fail,Financial records are not clear in terms of values and cant be verified,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_249_bundle.zip,Applicant_249,CS/4401,Kakamega,Dairy,Bank statement,727648485,Pass,All requirments met and satisfied ,5,Strong track record and formal structure.,5,Turnover consistently high (14–18M); profits nearly equal to turnover,4,"High local demand, some exposure to competition from outside suppliers.",4,Ambitious but practical expansion path.,4,"Strong alignment, though processing capacity is still developing.",3,"Good inclusivity and sustainability, but not transformative.",,Tier 1,100,100,80,80,80,60,10,20,16,20,12,6,84,0,84,53,
application_250_bundle.zip,Applicant_250,CS/27762,Machakos,Dairy,Bank statement,795575514,Pass,All requirments met and satisfied ,2,Formalized but immature institution.,1,"Weak financial base, dependent on future investment",2,"Some demand, but unproven competitiveness",2,Aspirational but lacks feasibility.,3,"Relevant, but currently at very small scale.",3,Fair inclusivity and some sustainability.,,Tier 2,40,20,40,40,60,60,4,4,8,10,9,6,41,0,41,222,
application_251_bundle.zip,Applicant_251,CS/17958,Laikipia,Other,Balance Sheets,724754229,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_252_bundle.zip,Applicant_252,LIK/YG/001/2022,Kakamega,Dairy,Account Statement,706372385,Fail,Thin financial evidence;Provided bank account statements for only 1 month,,,,,,,,,,,,,,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_253_bundle.zip,Applicant_253,CS/23804,Laikipia,Dairy,Balance Sheets,724305940,Pass,A cooperative with verifiable registration,5,Registered for 6 years; documented leadership,3,Turnover 1–<5M with stable records,4,Consistent monthly orders + growing channels + basic QA,,,4,Priority VC + clear node participation with linkages,4,Strong gender participation + 1–2 green practices,,Tier 1,100,60,80,0,80,80,10,12,16,0,12,8,58,0,58,178,
application_254_bundle.zip,Applicant_254,DSD/14/64/01/104505,Embu,Dairy,Bank Statements,722871547,Pass,An MSME with verifiable registration,3,Registered <1 yr; basic structure in place.,5,"≥10M turnover, positive trend with statements",4,"Consistent orders, but lacks multi-channel expansion and defensible differentiation",4,"Strong plan with measurable targets, but minor gaps in budget detail",4,"Clear node role with linkages, but not yet fully critical in processing/value addition",4,No PWD,,Tier 2,60,100,80,80,80,80,6,20,16,20,12,8,82,0,82,62,
application_255_bundle.zip,Applicant_255,SOCA-EGS7PEA,Migori,Other,Balance Sheets,703961822,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_256_bundle.zip,Applicant_256,PVT-Y2ULGRLG,Embu,Edible Oils,None,726202681,Fail,"No verifiable financials, no verifiable registration certificate",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_257_bundle.zip,Applicant_257,CS/2134,Baringo,Dairy,Income Statements,725891312,Pass,A cooperative with verifiable registration,5,Registered for over 30 years,3,"1–5M turnover, stable but thin profitability",4,"Consistent sales, mixed channels, plans for expansion but limited defensibility yet",4,"Clear, time-bound vision, but with gaps in financial detailing",4,Clear role with upstream & downstream linkages,4,"Strong gender/youth + green practices, no PWD",,Tier 1,100,60,80,80,80,80,10,12,16,20,12,8,78,0,78,89,
application_258_bundle.zip,Applicant_258,PVT-DLULX,Embu,Other,Bank Statements,714558935,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_259_bundle.zip,Applicant_259,DSD/16/76/01/100401,Machakos,Dairy,Mpesa Statements,718765400,Fail,Locked Mpesa Statements; cant verify financials,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_260_bundle.zip,Applicant_260,LE/NUK/000665,Laikipia,Dairy,Cash Book,728916577,Pass,A self help group with verifiable registration,5,Registered for 6 years,1,Minimal/irregular transactions; thin evidence.,3,"Regular local sales, some B2B, but single-channel reliance and limited differentiation",2,Vague plan; unclear resourcing,3,Priority VC; weak linkages,4,"Strong gender/youth + green practices, no PWD",P1,,100,20,60,40,60,80,10,4,12,10,9,8,53,5,48,205,
application_261_bundle.zip,Applicant_261,CS/NO.9523,Nyandarua,Dairy,Cash Flow statements,722140028,Pass,A cooperative with verifiable registration,5,Registered for 24 years,5,Turnover ≥ KES 10M; positive 2-yr trend; statements + simple income/balance proof.,,,5,Strong market demand with diversified activities and institutional buyers,5,Ambitious but realistic business proposal with clear timelines,4,"Strong gender/youth + green practices, no PWD",,Tier 2,100,100,0,100,100,80,10,20,0,25,15,8,78,0,78,89,
application_262_bundle.zip,Applicant_262,CS/20833,Marsabit,Blue Economy,Balance Sheets,713835154,Pass,All requirements met,4,Operational for 1–3 years with documented leadership and consistent growth trajectory.,1,Thin financial evidence,4,"Stable domestic market presence, expanding networks, and product differentiation via traditional techniques.",4,Strong and practical plan with measurable outcomes and clear needs identification; would benefit from detailed costing and risk mitigation.,5,Plays a critical aggregation and processing role in the fisheries VC — directly aligns with KJET’s expansion to blue economy and ASAL livelihoods.,5,High gender and youth inclusion plus multiple green practices.,,Tier 1,80,20,80,80,100,100,8,4,16,20,15,10,73,0,73,113,
application_263_bundle.zip,Applicant_263,PVT-6LUK77G6,Mombasa,Construction,Bank Statements,727627856,Pass,A plc with verifiable registration,4,Registered 2 yrs,3,"Stable, mpesa statement provisional",4,No uploaded offtake contracts/POs to evidence “active buyer contracts,4,No costed budget,4,"they do not fill a critical node (e.g., large-scale aggregation/processing facility, exclusive distributor, or manufacturing hub)",4,≥50% women or youth + 2+ green practices.,,Tier 2,80,60,80,80,80,80,8,12,16,20,12,8,76,0,76,103,
application_264_bundle.zip,Applicant_264,CPR/2014/167213,Uasin Gishu,Other,Financial statements,720144501,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_265_bundle.zip,Applicant_265,BTR/DSS/SHG/15643/2021,Kakamega,Other,Bank Statements,713051614,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_266_bundle.zip,Applicant_266,PVT-PJUZGBG,Machakos,Other,Cash Book,722782205,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_267_bundle.zip,Applicant_267,ASS-D109349,Embu,Edible Oils,Cash Book,723940425,Fail,Financial evidence provided is not verifiable,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_268_bundle.zip,Applicant_268,BTR/DSS/SHG/15430/2020,Kakamega,Dairy,Account Statement,727151216,Fail,Statement is from 2021 with no transactions,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
